id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,85,4,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,69,3,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,4767,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,85,4,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,69,3,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,85,4,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,31,1,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,46,2,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
2025-154637,2025-06-13,000001,Vente,17650000,14,,AV LOUIS BARTHOU,5620,33200,33063,Bordeaux,33,,,33063000NB0100,,,,,,,,,,,,,0,2,Appartement,45,2,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,1500,-0.608536,44.850434
